Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Male,"5'8""",81,38,,30,42,1
Female,"4'0""",108,31,,26,32,4
Male,"4'0""",58,30,,30,32,1
Male,"4'11""",78,33,,21,36,3
Male,"5'9""",108,41,D,21,47,2
Female,"6'2""",91,34,,25,36,1
Male,"4'1""",51,38,F,22,31,1
Male,"6'6""",86,33,E,20,36,1
Female,"5'7""",115,45,,39,31,4
Female,"5'2""",75,31,,35,36,3
Female,"5'1""",102,45,D,33,43,3
Male,"6'11""",115,45,A,36,44,4
Male,"6'10""",90,40,A,37,45,1
Male,"5'6""",82,30,D,23,37,1
Female,"4'7""",73,44,B,22,45,2
Male,"6'3""",88,33,,27,36,1
Male,"4'11""",57,47,,23,40,0
Female,"4'6""",100,46,D,34,33,1
Female,"4'9""",96,36,B,32,47,2
Female,"6'9""",44,47,B,33,42,0
Female,"4'10""",63,42,D,33,46,2
Female,"5'2""",103,49,E,24,41,2
Male,"4'2""",98,49,A,24,47,3
Female,"6'9""",77,39,E,32,39,4
Male,"6'6""",72,30,D,23,36,2
Male,"4'0""",49,31,,37,41,1
Female,"4'8""",76,46,B,25,41,3
Female,"4'8""",50,32,B,24,42,0
Female,"5'5""",63,46,,22,30,4
Male,"6'4""",110,41,A,39,36,3
Female,"4'2""",60,41,A,22,45,2
Female,"6'10""",59,49,B,22,45,3
Female,"5'2""",49,39,A,39,45,1
Female,"4'5""",86,36,,21,45,1
Female,"4'8""",86,39,A,39,43,1
Male,"5'5""",54,47,D,37,40,4
Male,"4'11""",83,35,C,29,48,3
Male,"6'1""",101,36,,26,40,3
Female,"5'8""",45,46,C,39,31,2
Female,"5'1""",105,41,A,33,36,0
Female,"6'2""",115,46,,29,38,1
Male,"6'8""",43,47,,39,38,0
Female,"5'3""",62,43,,35,43,0
Female,"4'1""",52,40,,25,39,1
Female,"5'10""",70,31,D,36,45,1
Male,"4'0""",55,30,,25,47,2
Female,"5'7""",80,40,,37,30,4
Male,"4'6""",40,31,,29,31,1
Female,"4'1""",51,45,E,29,49,0
Male,"6'10""",95,32,,28,33,2
Male,"5'8""",89,49,C,34,31,3
Male,"5'3""",59,30,E,30,33,2
Female,"4'3""",105,49,,26,35,1
Female,"6'11""",75,37,D,37,33,1
Male,"5'6""",118,48,,21,47,4
Male,"5'5""",77,30,,21,34,2
Female,"6'5""",61,34,D,32,40,1
Female,"5'11""",100,30,D,30,42,0
Male,"4'9""",89,40,A,38,32,0
Female,"5'6""",98,38,B,39,48,2
Female,"6'3""",59,34,,20,49,4
Female,"5'8""",75,31,A,36,40,2
Female,"6'1""",54,42,A,39,40,4
Male,"4'3""",101,47,A,37,31,0
Female,"4'7""",42,41,E,27,44,1
Female,"6'5""",44,43,,32,37,3
Male,"6'11""",95,34,,23,31,1
Male,"5'2""",70,39,B,38,37,0
Female,"5'8""",74,49,F,22,49,0
Female,"4'8""",110,31,,25,44,1
Female,"6'4""",109,33,,25,45,1
Female,"5'2""",65,41,,25,42,0
Male,"5'7""",40,40,,27,46,1
Male,"6'5""",46,33,C,36,43,3
Male,"5'10""",75,40,B,29,43,3
Female,"6'0""",115,38,,24,30,2
Female,"4'9""",64,39,,38,30,3
Female,"5'9""",98,35,B,30,32,0
Female,"6'2""",100,44,B,29,44,0
Male,"4'4""",68,39,,22,34,2
Male,"6'2""",57,35,F,29,34,4
Female,"4'7""",80,30,,21,33,2
Male,"6'5""",58,49,D,28,43,4
Female,"4'2""",43,33,A,24,49,4
Female,"4'8""",104,43,,36,36,1
Male,"6'11""",80,49,E,25,44,3
Female,"6'11""",54,49,,30,40,4
Female,"4'2""",93,37,D,24,43,1
Male,"5'7""",103,40,,26,35,2
Female,"4'8""",111,44,,26,39,2
Female,"5'11""",54,48,,23,36,4
Male,"6'6""",118,37,A,29,39,1
Female,"5'10""",89,42,,37,43,0
Male,"4'4""",61,47,,20,34,3
Female,"4'1""",57,46,C,33,30,4
Male,"6'6""",119,35,C,25,48,0
Male,"4'0""",41,44,,30,37,3
Male,"5'6""",75,42,,33,48,0
Female,"5'10""",59,47,B,39,46,1
Male,"5'0""",55,40,D,22,48,4
Male,"5'1""",106,42,A,35,45,0
Male,"4'6""",69,30,,35,33,0
Male,"4'5""",94,47,B,26,37,0
Male,"5'1""",105,34,,27,33,4
Female,"6'9""",65,35,,23,42,1
Female,"6'9""",96,30,,31,36,1
Female,"4'8""",108,36,A,31,30,0
Female,"6'10""",41,33,F,29,38,1
Female,"4'11""",95,38,D,31,33,3
Female,"4'1""",101,44,,30,43,1
Female,"4'3""",73,35,,30,38,0
Male,"6'0""",95,46,A,34,32,3
Female,"6'5""",94,49,B,25,44,4
Male,"5'3""",59,47,,30,34,2
Male,"5'5""",89,33,,21,30,1
Female,"4'3""",64,38,,28,40,3
Male,"5'5""",64,43,,30,48,2
Male,"5'10""",92,32,A,35,34,4
Male,"4'2""",53,30,,32,46,2
Male,"5'11""",99,40,,32,48,4
Female,"5'0""",82,30,D,37,46,0
Female,"6'9""",101,41,A,20,34,0
Female,"5'11""",115,38,D,39,49,4
Female,"5'8""",108,34,E,29,38,2
Female,"6'3""",102,44,,38,35,1
Female,"6'9""",41,47,,36,42,2
Female,"6'8""",93,38,,20,40,2
Female,"5'3""",55,42,,20,30,1
Female,"5'9""",94,42,,36,46,2
Female,"4'1""",82,42,C,34,35,2
Male,"5'9""",100,39,B,21,32,3
Female,"5'10""",77,39,,30,45,4
Male,"5'0""",84,36,B,21,42,0
Male,"5'5""",90,34,,39,41,4
Male,"6'1""",81,49,,28,40,2
Male,"6'8""",63,36,,38,31,1
Female,"6'5""",69,49,,21,48,1
Male,"4'1""",76,39,,35,37,0
Female,"6'4""",92,39,B,39,42,0
Female,"4'10""",102,42,C,28,43,0
Male,"6'8""",50,44,,39,44,1
Female,"4'10""",117,35,,23,46,2
Male,"5'8""",62,49,C,32,44,0
Male,"4'3""",119,41,,34,39,0
Female,"6'1""",89,48,,39,30,1
Female,"4'11""",94,40,,21,41,2
Male,"5'5""",94,35,C,39,38,0
Female,"4'4""",43,30,,37,34,2
Female,"5'4""",93,31,,28,44,3
Female,"6'3""",100,44,B,39,32,0
Male,"4'8""",117,33,,20,48,0
Male,"4'5""",44,34,,22,36,1
Female,"6'9""",57,44,E,36,36,3
Female,"5'9""",83,40,A,30,36,3
Female,"4'2""",70,39,,27,31,3
Female,"5'5""",60,46,B,31,31,4
Female,"5'0""",86,31,,30,41,1
Male,"4'9""",69,49,,32,34,1
Female,"5'10""",94,39,D,34,33,0
Male,"6'8""",107,49,,39,36,1
Female,"6'2""",108,32,A,36,45,0
Male,"5'3""",80,48,D,31,32,0
Female,"6'7""",84,34,D,38,31,4
Male,"6'3""",113,32,,39,46,1
Female,"6'9""",119,37,C,30,38,1
Male,"5'3""",69,34,,29,49,4
Male,"5'10""",116,41,A,36,37,4
Male,"5'10""",84,43,A,32,41,1
Male,"4'2""",84,36,,35,36,1
Male,"5'8""",118,40,,39,43,0
Male,"6'0""",84,37,B,39,45,2
Female,"4'0""",94,34,,36,30,0
Male,"6'6""",98,37,,24,39,3
Female,"5'6""",44,41,B,28,40,3
Female,"6'2""",71,44,F,23,36,2
Female,"5'2""",45,48,,28,47,4
Female,"4'10""",65,45,C,35,48,3
Female,"4'3""",76,43,B,26,43,4
Male,"5'9""",52,36,E,33,46,4
Male,"6'6""",108,37,,33,48,0
Male,"6'11""",64,36,,26,42,4
Female,"4'5""",52,47,,35,32,2
Male,"4'7""",59,35,D,37,31,0
Male,"4'2""",111,48,,25,38,2
Male,"6'4""",99,33,B,26,36,4
Male,"4'6""",112,32,B,38,43,3
Male,"4'10""",60,46,A,27,34,4
Female,"6'4""",100,48,F,20,49,2
Male,"5'7""",118,44,,36,44,1
Female,"4'7""",65,35,C,38,49,1
Female,"6'0""",93,41,E,26,30,3
Female,"4'9""",81,48,,37,49,2
Female,"5'11""",50,35,B,25,36,3
Female,"5'0""",76,40,,25,34,0
Male,"5'4""",50,49,,20,33,4
Male,"5'9""",66,49,,29,40,0
Male,"4'5""",73,39,E,27,48,1
Female,"4'7""",77,45,,26,35,4
Male,"6'5""",100,47,A,28,49,0
Male,"6'2""",92,43,,20,47,1
Female,"4'1""",104,33,,30,34,0
Female,"4'9""",42,41,,22,49,4
Female,"4'9""",106,49,,37,44,0
Female,"5'0""",67,37,F,25,49,4
Male,"4'8""",53,36,E,30,35,0
Female,"5'6""",91,38,,24,33,3
Female,"5'3""",69,46,,39,46,0
Male,"6'7""",97,39,,23,44,0
Male,"4'11""",93,32,B,27,47,3
Female,"4'3""",108,37,,29,35,1
Male,"5'2""",54,43,,22,49,4
Female,"5'11""",77,36,D,32,48,2
Female,"4'9""",117,45,,36,41,1
Male,"4'9""",53,47,,24,38,4
Male,"4'5""",96,40,,27,37,0
Female,"5'6""",98,35,,38,44,1
Female,"4'2""",47,49,D,37,30,0
Female,"6'0""",111,43,E,20,31,1
Male,"5'2""",58,42,B,23,32,1
Female,"4'9""",71,33,,37,48,2
Female,"6'10""",68,49,,33,39,3
Female,"6'5""",80,49,B,30,43,1
Female,"6'5""",114,40,,28,48,0
Female,"6'7""",84,47,,32,40,2
Male,"4'6""",52,30,E,36,35,1
Female,"4'4""",66,41,D,34,48,3
Female,"6'4""",58,47,,21,43,0
Female,"5'3""",65,36,B,25,37,2
Female,"5'1""",92,41,,26,31,4
Male,"6'0""",90,30,D,21,47,3
Male,"5'1""",76,33,A,32,33,4
Male,"5'5""",48,47,,29,32,4
Female,"6'4""",91,44,,35,31,2
Female,"6'4""",93,32,D,28,33,2
Male,"4'4""",42,36,,27,47,2
Male,"6'2""",108,35,,34,40,4
Male,"6'11""",47,44,,26,38,0
Female,"5'1""",53,44,B,38,37,2
Female,"5'3""",42,35,,23,37,3
Male,"4'9""",63,37,,28,34,2
Male,"4'7""",52,37,B,38,42,2
Male,"6'8""",82,30,B,21,36,2
Female,"4'7""",68,42,B,26,34,4
Female,"5'10""",111,42,C,38,42,0
Female,"5'11""",90,40,,25,49,2
Male,"6'11""",81,33,,34,45,4
Male,"6'9""",70,36,C,26,43,3
Female,"6'11""",102,41,B,25,34,0
Male,"4'8""",65,42,,20,48,4
Female,"6'3""",57,41,,33,33,1
Male,"5'9""",96,45,A,20,40,3
Male,"5'10""",46,35,,25,31,3
Male,"6'9""",87,43,,37,42,1
Male,"4'8""",119,48,D,36,45,4
Female,"5'2""",99,45,B,21,38,4
Male,"6'0""",72,33,C,27,45,3
Female,"4'0""",42,34,C,21,36,4
Female,"5'7""",43,38,,35,45,1
Female,"4'6""",43,32,E,23,42,4
Male,"6'6""",81,39,,21,34,3
Female,"5'1""",48,46,,24,44,4
Female,"6'10""",90,48,,36,36,0
Female,"4'11""",56,39,D,21,47,1
Male,"4'9""",56,41,,33,49,1
Male,"5'11""",59,36,A,39,31,2
Female,"6'4""",53,47,D,26,37,4
Male,"5'3""",61,48,F,34,39,1
Female,"5'3""",91,44,,37,39,4
Female,"4'4""",66,36,B,32,40,0
Male,"4'11""",82,41,F,31,37,3
Female,"5'2""",42,36,,21,45,3
Male,"4'7""",47,39,C,31,45,2
Male,"5'1""",49,49,,25,46,2
Female,"5'8""",68,39,,20,35,1
Male,"4'6""",79,34,B,20,47,1
Male,"5'8""",104,47,B,34,46,1
Female,"5'5""",60,38,C,35,41,0
Female,"6'4""",63,45,B,26,44,2
Male,"4'11""",112,36,,33,36,2
Male,"5'5""",99,39,A,38,43,3
Female,"6'2""",65,34,A,38,33,2
Male,"6'2""",48,36,,32,46,2
Male,"6'6""",59,34,B,31,40,0
Male,"5'10""",95,44,B,20,35,1
Male,"5'9""",75,48,C,31,39,0
Male,"4'9""",75,39,B,23,44,4
Male,"5'2""",112,37,F,34,35,3
Male,"5'11""",61,38,,35,45,3
Female,"6'2""",40,40,B,34,41,3
Female,"6'8""",108,31,,27,48,1
Female,"6'9""",112,32,,38,45,1
Female,"6'10""",76,42,,34,43,1
Female,"6'8""",111,40,,37,35,3
Male,"5'7""",52,39,B,30,38,3
Male,"4'4""",82,44,A,28,30,3
Male,"5'4""",76,35,,20,37,4
Male,"6'4""",113,30,B,28,36,4
Female,"4'3""",64,43,A,31,43,3
Male,"6'5""",60,47,,21,37,1
Male,"4'4""",80,40,C,30,40,1
Female,"4'9""",112,37,,33,38,4
Male,"5'3""",81,32,,21,48,4
Male,"6'0""",81,43,D,34,36,3
Female,"5'4""",41,31,A,37,35,3
Male,"4'9""",107,45,B,33,47,1
Male,"6'11""",47,35,,31,34,2
Male,"4'10""",100,30,,29,48,1
Male,"6'9""",53,43,A,33,40,1
Male,"4'0""",116,39,,34,34,3
Female,"6'5""",60,35,D,24,38,2
Female,"6'1""",63,38,D,21,37,2
Female,"4'10""",89,36,A,25,40,3
Female,"4'9""",84,31,B,31,35,0
Female,"4'11""",103,40,,21,44,3
Female,"5'2""",103,43,F,23,35,4
Male,"6'8""",65,34,,26,40,2
Female,"4'5""",71,38,,35,44,3
Female,"6'8""",96,36,,20,41,1
Male,"4'7""",92,43,,20,38,1
Male,"4'3""",72,45,,33,39,1
Female,"5'4""",91,45,,30,44,3
Male,"4'3""",57,36,B,31,46,0
Female,"5'11""",74,39,,30,45,4
Male,"5'8""",51,35,C,25,37,1
Female,"4'6""",90,46,,31,46,3
Male,"5'2""",49,30,B,31,40,0
Male,"4'3""",91,31,C,29,40,2
Female,"6'8""",73,43,,27,35,2
Female,"6'1""",106,33,F,39,31,4
Female,"6'1""",78,38,nan,38,30,3
Female,"5'1""",47,35,,26,49,3
Female,"5'10""",68,46,,33,35,1
Male,"6'7""",61,40,,23,34,0
Female,"6'6""",109,33,,20,38,4
Female,"6'1""",100,38,,27,34,0
Male,"4'7""",82,45,,24,47,4
Male,"6'6""",88,32,,27,48,3
Female,"4'11""",68,33,,27,44,3
Male,"5'11""",70,32,D,26,44,4
Male,"4'8""",92,42,,38,38,0
Female,"6'6""",73,48,B,23,43,2
Male,"4'5""",77,30,,39,34,2
Male,"6'2""",96,35,,25,46,1
Female,"6'8""",43,32,,31,44,1
Female,"6'3""",41,32,,37,49,0
Male,"5'7""",51,45,B,31,46,3
Male,"6'7""",74,39,B,37,38,0
Female,"6'4""",109,46,,22,42,4
Male,"4'5""",111,36,F,29,42,2
Male,"5'6""",60,42,,26,34,1
Male,"4'9""",100,40,D,22,43,0
Female,"5'6""",74,39,,38,36,0
Male,"4'3""",87,36,B,32,34,4
Male,"5'6""",54,35,A,23,41,3
Female,"4'4""",110,30,C,29,32,3
Male,"5'6""",54,46,,25,38,2
Male,"5'10""",45,41,F,20,39,1
Female,"4'3""",107,33,,25,30,3
Female,"6'11""",61,32,C,27,43,3
Female,"6'2""",71,35,,34,30,3
Female,"6'10""",61,45,,27,39,0
Male,"5'3""",66,42,,25,40,3
Male,"6'11""",54,38,A,38,49,4
Female,"6'8""",83,40,A,33,31,2
Female,"6'4""",48,49,,21,31,3
Male,"5'11""",73,42,,26,40,1
Female,"5'5""",112,48,,27,37,0
Male,"6'9""",54,32,B,29,32,4
Female,"6'10""",101,41,E,32,38,2
Male,"4'0""",84,48,nan,39,45,0
Female,"4'5""",111,37,E,20,45,4
Female,"6'4""",97,43,D,28,39,0
Male,"4'7""",58,38,,29,35,2
Female,"5'2""",55,46,,39,49,2
Male,"6'10""",114,35,,21,49,3
Male,"6'10""",47,33,,39,49,1
Male,"4'8""",72,33,C,30,40,3
Male,"4'9""",113,48,C,24,37,0
Male,"4'11""",57,41,,37,49,3
Female,"5'0""",74,31,C,26,30,2
Female,"5'7""",82,46,,22,35,2
Male,"5'0""",89,44,D,35,37,2
Female,"5'6""",42,39,B,34,43,3
Male,"6'7""",98,32,,27,32,4
Female,"4'2""",67,49,,39,31,3
Female,"6'8""",85,33,,24,30,3
Female,"6'8""",103,30,C,22,40,3
Female,"5'2""",109,30,A,24,35,3
Male,"4'7""",86,47,B,28,37,2
Male,"4'6""",53,33,,35,36,1
Female,"4'7""",46,44,,33,35,3
Female,"4'5""",113,39,,37,47,3
Male,"6'10""",118,46,D,26,41,1
Female,"4'4""",70,41,E,34,37,3
Male,"6'10""",90,49,,27,48,1
Male,"6'2""",68,41,,22,34,2
Male,"5'6""",54,45,,30,48,4
Female,"4'11""",115,34,C,39,38,3
Male,"5'11""",64,45,A,37,41,4
Female,"4'7""",100,46,,34,44,3
Male,"6'9""",80,44,,29,42,0
Female,"5'0""",108,42,,22,42,0
Female,"5'4""",43,37,E,34,34,2
Female,"6'5""",96,31,D,25,31,4
Male,"4'11""",70,37,B,30,48,4
Male,"4'7""",42,39,,30,37,1
Female,"6'3""",106,36,,38,43,1
Female,"4'10""",89,39,,22,35,3
Female,"4'6""",56,33,,32,36,1
Male,"4'8""",99,40,,27,43,1
Male,"5'9""",113,38,,30,35,4
Male,"4'7""",105,33,,30,45,0
Male,"4'7""",114,32,,32,33,4
Female,"4'10""",63,40,,22,36,1
Female,"4'3""",71,32,,25,45,3
Male,"5'3""",58,47,,29,33,0
Male,"4'0""",105,48,C,38,36,1
Female,"6'0""",99,43,,31,31,1
Male,"4'2""",105,40,,33,37,3
Male,"6'5""",54,31,B,30,39,3
Male,"5'5""",74,31,,29,31,1
Male,"4'10""",108,31,B,22,35,1
Male,"6'5""",66,39,E,32,33,4
Male,"4'0""",46,44,,37,30,2
Female,"4'11""",45,41,,32,35,3
Male,"5'7""",72,40,A,33,41,3
Male,"4'0""",97,46,,33,43,4
Female,"4'2""",88,47,,26,44,0
Female,"5'10""",56,43,,31,47,0
Female,"6'9""",81,46,A,23,46,0
Male,"6'4""",111,44,A,35,38,3
Female,"4'8""",79,41,,38,44,2
Male,"4'1""",85,45,,29,47,2
Male,"6'3""",110,35,B,35,47,4
Male,"6'4""",109,31,A,24,34,0
Female,"4'2""",107,31,,35,45,0
Female,"5'6""",40,45,,20,38,1
Female,"4'4""",118,31,,24,32,4
Female,"5'6""",91,37,B,32,41,4
Female,"5'9""",74,36,A,32,43,3
Male,"4'10""",108,30,,22,30,3
Male,"4'4""",44,33,B,36,38,4
Male,"4'6""",56,40,,38,38,2
Male,"6'4""",92,49,,24,49,4
Female,"6'0""",91,36,,24,42,2
Female,"6'8""",53,47,,34,37,3
Male,"4'8""",68,33,,29,40,4
Female,"5'11""",47,46,B,31,43,2
Female,"4'3""",40,40,A,30,45,1
Male,"4'3""",68,40,,20,40,1
Male,"5'11""",75,49,C,22,48,4
Female,"4'7""",90,40,,23,39,0
Female,"4'5""",76,44,C,38,37,4
Male,"5'7""",108,43,A,39,40,3
Male,"6'7""",92,46,C,22,37,3
Male,"6'3""",91,31,nan,37,49,1
Female,"5'3""",51,47,,22,39,2
Male,"6'6""",91,45,E,26,46,1
Male,"4'11""",40,41,A,20,40,2
Female,"6'10""",46,39,D,38,41,4
Female,"5'0""",56,45,B,37,39,0
Female,"4'9""",82,32,A,21,49,3
Female,"6'9""",110,37,B,31,46,4
Female,"6'3""",56,31,B,36,32,1
Male,"6'6""",98,30,C,22,36,4
Male,"4'8""",42,43,,31,32,0
Female,"4'3""",68,33,,31,46,2
Female,"6'8""",61,33,,25,37,0
Female,"4'8""",77,38,C,29,48,1
Female,"6'10""",93,32,,25,43,0
Female,"6'4""",89,34,,33,34,3
Male,"5'3""",108,30,,21,48,0
Male,"4'4""",69,48,D,30,42,4
Male,"6'8""",62,30,,34,47,2
Male,"4'5""",86,39,,27,40,3
Female,"5'3""",60,41,,32,41,3
Male,"6'1""",59,39,,38,37,3
Female,"5'2""",62,31,,29,41,1
Female,"5'4""",107,45,,28,30,1
Female,"5'10""",60,37,,37,47,4
Male,"4'1""",60,43,B,26,31,2
Female,"4'8""",40,44,,22,41,0
Male,"5'1""",54,45,,31,48,4
Male,"6'2""",56,40,B,34,36,1
Female,"4'3""",90,41,B,32,36,4
Female,"6'0""",102,31,B,25,30,2
Female,"4'6""",53,33,nan,27,47,4
Male,"6'1""",98,32,D,33,37,3
Female,"4'8""",89,38,,22,39,0
Male,"4'2""",73,47,,35,30,1
Female,"6'11""",45,48,,37,44,1
Female,"6'5""",88,36,F,36,44,2
Male,"6'10""",45,33,,37,33,2
Male,"4'10""",108,35,,29,39,2
Male,"6'4""",46,48,C,36,37,1
Male,"4'8""",116,30,B,35,43,3
Male,"4'5""",90,45,,21,42,0
Male,"4'2""",40,40,B,39,46,2
Female,"6'9""",52,33,,23,36,1
Female,"4'9""",82,47,B,30,35,3
Male,"6'9""",66,34,,26,38,2
Female,"4'5""",110,35,,36,49,2
Male,"6'10""",42,31,,38,49,0
Female,"4'7""",97,41,B,25,37,0
Female,"4'9""",56,38,D,29,43,4
Male,"4'6""",84,49,B,23,49,2
Male,"4'4""",117,41,B,20,32,4
Male,"4'1""",97,42,,26,42,1
Female,"5'2""",95,46,,35,38,0
Male,"5'7""",93,34,,36,38,3
Female,"5'11""",68,49,,24,40,2
Male,"5'10""",93,42,D,29,35,2
Female,"4'4""",66,42,E,26,41,4
Female,"4'0""",84,39,B,32,33,0
Male,"6'11""",70,44,C,26,33,4
Female,"4'2""",75,44,,34,46,2
Female,"6'1""",100,47,A,36,36,0
Male,"5'8""",76,47,C,22,35,2
Female,"5'6""",106,31,A,24,49,0
Male,"6'5""",75,40,,29,37,2
Male,"6'9""",44,42,,24,36,3
Male,"5'0""",85,40,,26,37,4
Male,"5'2""",118,33,A,26,38,0
Female,"6'2""",91,44,,33,30,4
Female,"6'9""",88,40,,34,32,0
Female,"6'10""",45,47,,24,47,0
Male,"6'9""",49,45,,24,48,0
Female,"6'7""",62,39,,23,40,2
Female,"4'4""",56,41,,39,45,1
Male,"4'8""",83,42,C,28,47,2
Male,"4'0""",80,38,B,31,35,1
Female,"5'7""",54,42,,35,31,2
Male,"4'6""",83,35,D,27,33,1
Male,"4'11""",97,35,,28,34,0
Male,"5'11""",89,40,E,31,43,0
Male,"4'10""",91,48,,39,30,1
Female,"6'9""",109,40,A,26,43,1
Male,"5'1""",107,39,,23,42,4
Male,"5'8""",102,44,,22,45,0
Male,"4'3""",97,42,D,20,33,2
Male,"6'9""",62,37,,26,35,4
Male,"5'1""",83,34,C,28,38,1
Male,"6'2""",83,31,,21,30,2
Male,"5'2""",91,45,,26,46,3
Male,"6'4""",106,42,,29,33,3
Female,"6'7""",67,48,,21,35,3
Male,"5'9""",106,38,A,32,45,2
Female,"6'5""",117,44,C,22,36,1
Male,"4'6""",57,35,C,32,34,2
Male,"6'1""",66,37,C,29,38,4
Male,"5'2""",90,43,E,31,48,4
Male,"5'9""",99,34,,22,30,3
Female,"6'3""",113,46,,39,37,1
Male,"6'1""",88,36,C,25,49,4
Male,"6'6""",54,38,,22,33,0
Female,"6'9""",112,45,nan,21,46,0
Female,"6'11""",107,47,,33,30,3
Male,"4'11""",54,42,C,34,31,3
Female,"6'4""",90,47,,37,43,3
Female,"6'3""",87,39,,38,31,4
Female,"4'10""",111,30,A,29,30,1
Male,"6'0""",40,47,,39,42,3
Male,"5'1""",46,48,B,36,37,2
Male,"6'3""",92,31,,36,38,3
Female,"5'5""",70,33,A,38,49,4
Male,"6'4""",57,40,,23,31,1
Female,"6'1""",51,32,C,30,46,3
Male,"4'11""",87,38,,36,35,0
Male,"5'7""",69,39,,29,32,3
Female,"4'11""",46,31,C,36,49,3
Male,"5'10""",42,36,B,31,46,1
Female,"5'5""",102,44,A,29,35,2
Female,"4'9""",45,48,B,29,37,3
Male,"6'6""",54,39,,25,43,3
Female,"6'0""",110,49,,36,39,4
Male,"4'9""",82,43,,38,49,1
Male,"5'5""",57,33,,21,39,4
Female,"4'0""",61,40,,23,44,3
Male,"5'11""",100,32,A,37,37,3
Female,"4'10""",100,46,C,23,40,0
Male,"6'5""",92,36,D,25,45,4
Male,"5'10""",65,40,F,33,32,1
Male,"4'1""",79,47,A,26,44,3
Male,"5'9""",47,43,,31,42,0
Male,"4'2""",60,43,,21,40,0
Female,"5'2""",82,35,C,37,43,2
Female,"6'0""",60,38,C,32,36,1
Female,"4'11""",42,32,E,32,48,0
Female,"4'8""",70,46,,24,44,1
Female,"4'7""",66,41,C,26,35,3
Female,"4'1""",66,33,A,31,49,2
Male,"6'11""",112,49,B,33,36,1
Male,"4'11""",96,45,,20,43,2
Female,"6'8""",72,39,C,29,33,1
Female,"4'3""",83,36,,28,38,1
Male,"5'11""",82,39,D,29,36,4
Male,"6'10""",70,36,E,26,44,2
Male,"5'7""",104,47,,35,32,1
Female,"4'6""",115,38,,31,34,4
Female,"5'11""",56,47,A,31,46,4
Female,"5'8""",54,46,F,38,30,2
Male,"6'7""",73,40,,32,30,3
Male,"4'4""",119,30,,37,45,2
Female,"6'11""",43,46,A,22,43,1
Female,"6'6""",111,33,,26,40,3
Male,"5'1""",118,33,,20,43,2
Male,"4'2""",67,43,F,22,37,2
Male,"4'3""",112,38,E,33,48,2
Male,"6'4""",41,42,C,23,31,2
Female,"6'8""",56,45,,38,39,3
Male,"6'2""",97,30,D,25,34,1
Male,"5'11""",113,32,A,39,44,4
Male,"4'5""",48,48,,28,30,2
Female,"4'11""",70,37,A,30,31,4
Female,"6'5""",105,47,,34,48,4
Male,"5'2""",101,35,,28,46,4
Male,"5'7""",58,49,A,30,44,2
Male,"6'8""",113,35,A,29,47,2
Female,"5'6""",94,34,,21,37,2
Female,"6'4""",67,41,C,33,43,2
Female,"5'11""",89,38,,23,37,0
Male,"6'8""",104,38,,21,37,1
Female,"5'10""",42,46,B,24,48,0
Male,"5'4""",118,48,E,33,42,3
Male,"4'4""",91,46,,34,34,0
Male,"4'4""",49,45,,38,39,0
Female,"5'8""",60,41,B,25,36,0
Male,"4'4""",76,32,,34,38,1
Female,"6'6""",54,43,,33,43,4
Female,"6'5""",117,46,,27,35,3
Male,"5'11""",118,45,C,39,39,3
Male,"6'5""",113,41,,31,30,1
Female,"4'9""",48,31,,23,40,0
Male,"4'8""",83,37,C,25,37,4
Female,"5'7""",78,41,,30,35,2
Male,"5'11""",44,45,,26,46,1
Female,"6'9""",64,37,B,23,33,4
Female,"5'3""",95,45,B,34,35,1
Female,"5'4""",103,39,B,20,44,1
Female,"4'2""",111,49,D,28,39,2
Male,"6'7""",91,44,C,39,46,4
Male,"6'4""",115,33,,27,39,0
Female,"5'2""",48,44,,31,34,4
Female,"6'4""",49,33,B,26,48,4
Male,"6'9""",49,40,,37,36,0
Male,"4'0""",112,35,D,20,48,2
Male,"5'9""",101,33,,28,39,4
Male,"5'3""",99,38,,26,48,0
Male,"6'1""",58,38,,33,40,1
Male,"4'9""",77,32,A,20,32,1
Female,"4'2""",45,34,C,32,40,0
Male,"5'11""",54,44,B,39,35,1
Male,"6'1""",86,38,,34,35,4
Female,"5'7""",84,31,D,24,44,0
Male,"5'4""",44,32,,24,32,4
Male,"4'7""",117,41,,33,40,3
Male,"5'11""",92,45,E,33,37,2
Male,"4'6""",105,34,,33,37,2
Male,"6'10""",101,39,,24,45,2
Female,"5'11""",62,44,,30,32,0
Male,"4'0""",83,43,D,38,37,3
Female,"4'3""",91,43,B,24,37,2
Female,"6'2""",85,42,A,23,42,4
Male,"6'7""",58,45,,34,30,2
Female,"5'5""",86,37,,26,39,3
Male,"6'5""",91,37,D,24,34,4
Female,"5'9""",63,46,,34,34,4
Female,"6'5""",56,46,B,33,46,0
Male,"4'4""",85,32,A,22,43,0
Male,"6'11""",103,30,D,24,35,1
Male,"6'5""",67,46,B,31,43,3
Male,"5'1""",89,45,,39,41,4
Male,"6'6""",103,46,,33,49,3
Female,"6'4""",67,31,,24,30,2
Female,"5'4""",95,43,A,23,34,2
Female,"4'8""",98,36,,35,47,1
Female,"4'1""",44,48,E,26,43,4
Female,"5'8""",93,30,B,22,36,4
Female,"5'3""",83,46,B,23,44,1
Female,"5'4""",81,39,,39,38,2
Male,"6'9""",111,35,D,25,44,4
